part_id,part_name,supplier_name,module_group,main_module,module_name,torque_inf,specbook_number,specbook_filename,specbook_file_id
BIW30037090,REAR_DOOR_LWR_RENIF_ASSY_RH_US,,DOORS_AND_CLOSURES,DOOR_REAR,STRUCTURE_PARTS,,,,
STD20000157,HEX_FLANGE_FACE_BOLT_M8X1.25X20_10.9,"FACIL FASTENERS (CHANGSHU) CO.,LTD",DOORS_AND_CLOSURES,DOOR_REAR,,T S A 27 29.5 32,,,
BIW30037091AA,REAR_DOOR_LWR_RENIF_SUB_ASSY_LH_US,,DOORS_AND_CLOSURES,DOOR_REAR,STRUCTURE_PARTS,,,,
BIW30037013,REAR_DOOR_LWR_RENIF_LH_US,,DOORS_AND_CLOSURES,DOOR_REAR,STRUCTURE_PARTS,,,,
STD20000157,HEX_FLANGE_FACE_BOLT_M8X1.25X20_10.9,"FACIL FASTENERS (CHANGSHU) CO.,LTD",,,,,,,
BIW30037089,REAR_DOOR_LWR_RENIF_ASSY_LH_US,,DOORS_AND_CLOSURES,DOOR_REAR,STRUCTURE_PARTS,,,,
STD20000157,HEX_FLANGE_FACE_BOLT_M8X1.25X20_10.9,"FACIL FASTENERS (CHANGSHU) CO.,LTD",DOORS_AND_CLOSURES,DOOR_REAR,,T S A 26.04 28 29.96,,,
BIW30210137AA,FR_DR_IMPACT_BEAM,,DOORS_AND_CLOSURES,DOOR_FRONT,STRUCTURE_PARTS,,,,
BIW30037037AA,FR_DR_IMPACT_BEAM_ASSY_RH_US,,DOORS_AND_CLOSURES,DOOR_FRONT,STRUCTURE_PARTS,,,,
BIW30037037_JF,FR_DR_IMPACT_BEAM_ASSY_RH_JF_US,,DOORS_AND_CLOSURES,DOOR_FRONT,,,,,
BIW30037070,IMPACT_BEAM_FR_DR_RH_US,,DOORS_AND_CLOSURES,DOOR_FRONT,STRUCTURE_PARTS,,,,
BIW30037084AA,FRONT_DOOR_LWR_RENIF_SUB_ASSY_RH_US,,DOORS_AND_CLOSURES,DOOR_FRONT,STRUCTURE_PARTS,,,,
STD90005003,SQUARE_WELD_NUT_14X14_M8X1.25_8_PW,"FACIL FASTENERS (CHANGSHU) CO.,LTD",DOORS_AND_CLOSURES,DOOR_FRONT,,,,,
BIW30037038,FRONT_DOOR_LWR_RENIF_RH_US,,DOORS_AND_CLOSURES,DOOR_FRONT,STRUCTURE_PARTS,,,,
BIW30037014AA,VF8_DOOR_CRASH_HOOK_US,,DOORS_AND_CLOSURES,DOOR_FRONT,,,,,
BIW30037082,FRONT_DOOR_LWR_RENIF_ASSY_RH_US,,DOORS_AND_CLOSURES,DOOR_FRONT,STRUCTURE_PARTS,,,,
STD20000157,HEX_FLANGE_FACE_BOLT_M8X1.25X20_10.9,"FACIL FASTENERS (CHANGSHU) CO.,LTD",DOORS_AND_CLOSURES,DOOR_FRONT,,T S A 27 29.5 32,,,
BIW30037011AA,FR_DR_IMPACT_BEAM_ASSY_LH_US,,DOORS_AND_CLOSURES,DOOR_FRONT,STRUCTURE_PARTS,,,,
BIW30037011_JF,FR_DR_IMPACT_BEAM_ASSY_LH_JF_US,,DOORS_AND_CLOSURES,DOOR_FRONT,,,,,
BIW30037069,IMPACT_BEAM_FR_DR_LH_US,,DOORS_AND_CLOSURES,DOOR_FRONT,STRUCTURE_PARTS,,,,
BIW30037083AA,FRONT_DOOR_LWR_RENIF_SUB_ASSY_LH_US,,DOORS_AND_CLOSURES,DOOR_FRONT,STRUCTURE_PARTS,,,,
STD90005003,SQUARE_WELD_NUT_14X14_M8X1.25_8_PW,"FACIL FASTENERS (CHANGSHU) CO.,LTD",DOORS_AND_CLOSURES,DOOR_FRONT,STRUCTURE_PARTS,,,,
BIW30037012,FRONT_DOOR_LWR_RENIF_LH_US,,DOORS_AND_CLOSURES,DOOR_FRONT,STRUCTURE_PARTS,,,,
BIW30037014AA,VF8_DOOR_CRASH_HOOK_US,,DOORS_AND_CLOSURES,DOOR_FRONT,STRUCTURE_PARTS,,,,
STD20000157,HEX_FLANGE_FACE_BOLT_M8X1.25X20_10.9,"FACIL FASTENERS (CHANGSHU) CO.,LTD",,,,TS A 30.0 35.0 40.0,,,
BIW30037081,FRONT_DOOR_LWR_RENIF_ASSY_LH_US,,DOORS_AND_CLOSURES,DOOR_FRONT,STRUCTURE_PARTS,,,,
STD20000118,WELDED_SQUARE_NUT_10X10_M6X1.0_8,"FACIL FASTENERS (CHANGSHU) CO.,LTD",DOORS_AND_CLOSURES,DOOR_FRONT,STRUCTURE_PARTS,,VFDSXNDCL1605,VFDSXNDCL1605_SPB_VF7_WINDOW_FRAME_ASSEMBLY.txt,246
STD20000118,WELDED_SQUARE_NUT_10X10_M6X1.0_8,"FACIL FASTENERS (CHANGSHU) CO.,LTD",DOORS_AND_CLOSURES,DOOR_FRONT,STRUCTURE_PARTS,,VFDSXNDCL1605,VFDSXNDCL1605_SPB_VF7_WINDOW_FRAME_ASSEMBLY.txt,246
STD20000118,WELDED_SQUARE_NUT_10X10_M6X1.0_8,"FACIL FASTENERS (CHANGSHU) CO.,LTD",DOORS_AND_CLOSURES,DOOR_FRONT,STRUCTURE_PARTS,,VFDSXNDCL1605,VFDSXNDCL1605_SPB_VF7_WINDOW_FRAME_ASSEMBLY.txt,246
BIW30037068,REINF_LATCH_FR_DR_RH_US,,DOORS_AND_CLOSURES,DOOR_FRONT,STRUCTURE_PARTS,,,,
BIW30037087,REINF_LATCH_FR_DR_ASSY_RH_US,,DOORS_AND_CLOSURES,DOOR_FRONT,STRUCTURE_PARTS,,,,
STD20000118,WELDED_SQUARE_NUT_10X10_M6X1.0_8,"FACIL FASTENERS (CHANGSHU) CO.,LTD",DOORS_AND_CLOSURES,DOOR_FRONT,STRUCTURE_PARTS,NA,VFDSXNDCL1605,VFDSXNDCL1605_SPB_VF7_WINDOW_FRAME_ASSEMBLY.txt,246
STD20000118,WELDED_SQUARE_NUT_10X10_M6X1.0_8,"FACIL FASTENERS (CHANGSHU) CO.,LTD",DOORS_AND_CLOSURES,DOOR_FRONT,STRUCTURE_PARTS,NA,VFDSXNDCL1605,VFDSXNDCL1605_SPB_VF7_WINDOW_FRAME_ASSEMBLY.txt,246
STD20000118,WELDED_SQUARE_NUT_10X10_M6X1.0_8,"FACIL FASTENERS (CHANGSHU) CO.,LTD",DOORS_AND_CLOSURES,DOOR_FRONT,STRUCTURE_PARTS,NA,VFDSXNDCL1605,VFDSXNDCL1605_SPB_VF7_WINDOW_FRAME_ASSEMBLY.txt,246
STD20000118,WELDED_SQUARE_NUT_10X10_M6X1.0_8,"FACIL FASTENERS (CHANGSHU) CO.,LTD",DOORS_AND_CLOSURES,DOOR_FRONT,NUT_PLATE_HINGE_DR,,VFDSXNDCL1605,VFDSXNDCL1605_SPB_VF7_WINDOW_FRAME_ASSEMBLY.txt,246
STD20000118,WELDED_SQUARE_NUT_10X10_M6X1.0_8,"FACIL FASTENERS (CHANGSHU) CO.,LTD",DOORS_AND_CLOSURES,DOOR_FRONT,NUT_PLATE_HINGE_DR,,VFDSXNDCL1605,VFDSXNDCL1605_SPB_VF7_WINDOW_FRAME_ASSEMBLY.txt,246
STD20000118,WELDED_SQUARE_NUT_10X10_M6X1.0_8,"FACIL FASTENERS (CHANGSHU) CO.,LTD",DOORS_AND_CLOSURES,DOOR_FRONT,NUT_PLATE_HINGE_DR,,VFDSXNDCL1605,VFDSXNDCL1605_SPB_VF7_WINDOW_FRAME_ASSEMBLY.txt,246
BIW30037010,REINF_LATCH_FR_DR_LH_US,,DOORS_AND_CLOSURES,DOOR_FRONT,STRUCTURE_PARTS,,,,
BIW30037086,REINF_LATCH_FR_DR_ASSY_LH_US,,DOORS_AND_CLOSURES,DOOR_FRONT,STRUCTURE_PARTS,,,,
STD20000118,WELDED_SQUARE_NUT_10X10_M6X1.0_8,"FACIL FASTENERS (CHANGSHU) CO.,LTD",DOORS_AND_CLOSURES,DOOR_FRONT,NUT_PLATE_HINGE_DR,NA,VFDSXNDCL1605,VFDSXNDCL1605_SPB_VF7_WINDOW_FRAME_ASSEMBLY.txt,246
STD20000118,WELDED_SQUARE_NUT_10X10_M6X1.0_8,"FACIL FASTENERS (CHANGSHU) CO.,LTD",DOORS_AND_CLOSURES,DOOR_FRONT,NUT_PLATE_HINGE_DR,NA,VFDSXNDCL1605,VFDSXNDCL1605_SPB_VF7_WINDOW_FRAME_ASSEMBLY.txt,246
STD20000118,WELDED_SQUARE_NUT_10X10_M6X1.0_8,"FACIL FASTENERS (CHANGSHU) CO.,LTD",DOORS_AND_CLOSURES,DOOR_FRONT,NUT_PLATE_HINGE_DR,NA,VFDSXNDCL1605,VFDSXNDCL1605_SPB_VF7_WINDOW_FRAME_ASSEMBLY.txt,246
INP30000239,ASSY_PNL_SIDE_SILL_OTR_RH_EU,,,,,,,,
INP30000238,ASSY_PNL_SIDE_SILL_OTR_LH_EU,,,,,,,,
BIW30008396,CMBR_SEAT_MTG_REAR_RH,,,,,,,,
STD90003156,THREADED_WELD_STUD_M12X1.5X30_10.9,,,,,,,,
BIW30009556,LONG_MBR_EXTN_FRONT_RR_RH,,,,,,,,
BIW30009124AA,CHASSIS_MTG_BUSH,,,,,,,,
BIW30008864AA,BUSH_BKT_GUSSET_RH,,,,,,,,
BIW30008645AA,WSS_MTG_BRACKET_REAR_RH,,,,,,,,
BIW30008480AA,RNFRC_BLD_CUP_FRNT_RH,,,,,,,,
BIW30008176AA,RENF_BRKT_JACK_MTG,,,,,,,,
BIW30004161AA,RR_LONGIT_RR_CHASSIS_MTG_BAFFEL_RH,,,,,,,,
BIW30004147AA,RNFRC_BLD_CUP_RWD,,,,,,,,
BIW30008961AA,WSS_MTG_BRACKET,,,,,,,,
BIW30008466AA,LONG_MBR_EXTN_RR,,,,,,,,
BIW30009092AA,RR_SPRING_HOLDER_SUPPORT_MTG_INR_RH,,,,,,,,
BIW30004657AA,REAR_LONGITUDINAL_BAFFLE-RH,,,,,,,,
BIW30037034,FRT_EXTR_BRKT_SIDE_SILL_INR_RH,,,,,,,,
BIW30009533,LONGIT_EXTENSION_RH,,,,,,,,
BIW30009001,RR_SPRING_HOLDER_SUPPORT_MTG_OTR,,,,,,,,
BIW30009318,REINF_REAR_CMS_FIXATION_OTR_LH,,,,,,,,
BIW30009319,REINF_REAR_CMS_FIXATION_INR_LH,,,,,,,,
BIW30008966,EXTENSION_WHEEL_HOUSE_OUTER_RH,,,,,,,,
BIW30008760,SIDE_SILL_INNER_REAR_RH,"SIMWON AUTOMOTIVE (CHANGSHU) CO., L TD.",,,,,,,
BIW30008175,BRKT_JACK_MTG,,,,,,,,
BIW30008937,SPRING_HOLDER_LH,,,,,,,,
BIW30008233,SPRING_HOLDER_MIDDLE,"HEBEI CBIES IMPORT & EXPORT TRADING  SERVICES CO., LTD.",,,,,,,
BIW30009184,RR_CHASSIS_MTG_BUSH_BRACKET_RH,,,,,,,,
BIW30008866,LIONS_PAW_GUSSET_RH,,,,,,,,
BIW30008798,RR_FR_CHASSIS_MTG_BUSH_BRACKET_RH,,,,,,,,
BIW30008434,REAR_LONGIT_CONNECTOR_RH,,,,,,,,
STD90000408,COARSE-THREADED_BOLT,FACIL EUROPE BVBA,,,,,,,
BIW30008390,3RD_ROW_SEAT_MTG_REINFORCEMENT_RH,,,,,,,,
BIW30008496,REAR_LONGITUDINAL_BAFFLE_RH,,,,,,,,
BIW30009055,CMBR_2ND_ROW_SEAT_EXTN_RH,,,,,,,,
BIW30008478,REAR_FLOOR_HEELBOARD_INNER_REINFORCEMENT_RH,,,,,,,,
INP30000237,ASSY_REAR_LONGIT_RH_EU,,,,,,,,
BIW30008395,CMBR_SEAT_MTG_REAR_LH,,,,,,,,
BIW30008644,WSS_MTG_BRACKET_REAR_LH,,,,,,,,
BIW30004240,RR_LONGIT_RR_CHASSIS_MTG_BAFFEL_LH,,,,,,,,
BIW30009555,LONG_MBR_EXTN_FRONT_RR_LH,,,,,,,,
BIW30008863AA,BUSH_BKT_GUSSET_LH,,,,,,,,
BIW30008479AA,RNFRC_BLD_CUP_FRNT_LH,,,,,,,,
BIW30004146AA,RNFRC_BLD_CUP_RWD,,,,,,,,
BIW30009002AA,RR_SPRING_HOLDER_SUPPORT_MTG_INR_LH,,,,,,,,
BIW30004656AA,REAR_LONGITUDINAL_BAFFLE-LH,,,,,,,,
BIW30037008,FRT_EXTR_BRKT_SIDE_SILL_INR_LH,,,,,,,,
STD90003088,THREADED_WELD_STUD_W_FLANGE_NUT_M6X1.0X19_8.8,,BODY_IN_WHITE,UNDER_BODY,REAR_FLOOR,T N B 7.8 8.8 9.8,,,
BIW30009001,RR_SPRING_HOLDER_SUPPORT_MTG_OTR,,BODY_IN_WHITE,UNDER_BODY,REAR_FLOOR,,,,
BIW30009183,RR_CHASSIS_MTG_BUSH_BRACKET_LH,,,,,,,,
BIW30009054,CMBR_2ND_ROW_SEAT_EXTN_LH,,BODY_IN_WHITE,UNDER_BODY,REAR_FLOOR,,,,
BIW30009457,SPRING_HOLDER_LOWER_LH,,BODY_IN_WHITE,UNDER_BODY,REAR_FLOOR,,,,
BIW30009319,REINF_REAR_CMS_FIXATION_INR_LH,,BODY_IN_WHITE,UNDER_BODY,REAR_FLOOR,,,,
BIW30009318,REINF_REAR_CMS_FIXATION_OTR_LH,,BODY_IN_WHITE,UNDER_BODY,REAR_FLOOR,,,,
BIW30008759,SIDE_SILL_INNER_REAR_LH,"SIMWON AUTOMOTIVE (CHANGSHU) CO., L TD.",BODY_IN_WHITE,UNDER_BODY,REAR_FLOOR,,,,
BIW30008865,LIONS_PAW_GUSSET_LH,,BODY_IN_WHITE,UNDER_BODY,REAR_FLOOR,,,,
STD90005003,SQUARE_WELD_NUT_14X14_M8X1.25_8_PW,"FACIL FASTENERS (CHANGSHU) CO.,LTD",BODY_IN_WHITE,UNDER_BODY,REAR_FLOOR,,,,
STD90000408,COARSE-THREADED_BOLT,FACIL EUROPE BVBA,BODY_IN_WHITE,UNDER_BODY,REAR_FLOOR,,,,
BIW30008433,REAR_LONGIT_CONNECTOR_LH,,BODY_IN_WHITE,UNDER_BODY,REAR_FLOOR,,,,
BIW30008389,3RD_ROW_SEAT_MTG_REINFORCEMENT_LH,,BODY_IN_WHITE,UNDER_BODY,REAR_FLOOR,,,,
BIW30008797,RR_FR_CHASSIS_MTG_BUSH_BRACKET_LH,,BODY_IN_WHITE,UNDER_BODY,REAR_FLOOR,,,,
STD20000120,WELDED_SQUARE_NUT_16X16_M10X1.5_10,"FACIL FASTENERS (CHANGSHU) CO.,LTD",BODY_IN_WHITE,UNDER_BODY,REAR_FLOOR,,,,
STD20000270,HEX_WELD_NUTS_WITH_FLANGE_M10X1.5_10,"FACIL FASTENERS (CHANGSHU) CO.,LTD",BODY_IN_WHITE,UNDER_BODY,REAR_FLOOR,,,,
BIW30008937,SPRING_HOLDER_LH,,BODY_IN_WHITE,UNDER_BODY,REAR_FLOOR,,,,
BIW30008233,SPRING_HOLDER_MIDDLE,"HEBEI CBIES IMPORT & EXPORT TRADING  SERVICES CO., LTD.",BODY_IN_WHITE,UNDER_BODY,REAR_FLOOR,,,,
STD20000268,HEX_WELD_NUTS_WITH_FLANGE_M12X1.25_10,"FACIL FASTENERS (CHANGSHU) CO.,LTD",BODY_IN_WHITE,UNDER_BODY,SIDE_SILL_INR,,,,
BIW30008175,BRKT_JACK_MTG,,BODY_IN_WHITE,UNDER_BODY,REAR_FLOOR,,,,
BIW30008477,REAR_FLOOR_HEELBOARD_INNER_REINFORCEMENT_LH,,BODY_IN_WHITE,UNDER_BODY,REAR_FLOOR,,,,
BIW30008829,LONGIT_EXTENSION_LH,,BODY_IN_WHITE,UNDER_BODY,REAR_FLOOR,,,,
BIW30008965,EXTENSION_WHEEL_HOUSE_OUTER_LH,,BODY_IN_WHITE,UNDER_BODY,REAR_FLOOR,,,,
BIW30008495,REAR_LONGITUDINAL_BAFFLE_LH,,BODY_IN_WHITE,UNDER_BODY,REAR_FLOOR,,,,
BIW30008959,BRACKET_RR_BMPR_LH,,BODY_IN_WHITE,UNDER_BODY,REAR_FLOOR,,,,
INP30000236,ASSY_REAR_LONGIT_LH_EU,,,,,,,,
BIW30170021AA,BRKT_HOOD_LATCH_SUPPORT_RH,,BODY_IN_WHITE,UPPER_BODY,FEM,,,,
BIW30170020AA,BRKT_HOOD_LATCH_SUPPORT_LH,,BODY_IN_WHITE,UPPER_BODY,FEM,,,,
BIW30037005AA,BRKT_HOOD_LATCH_MTG,,BODY_IN_WHITE,UPPER_BODY,FEM,,,,
BIW30004440AA,BRKT_REINF_HOOD_LATCH_MTG,,,,,,,,
BIW30170009,CABLE_CONNECTOR_MTG_BRKT,,,,,,,,
BIW30170033,ASSY_FEM_MTG_BRKT_INR_REINF_EU,,,,,,,,
BIW30170011_JF,WELD_INFO_ASSY_FEM_MTG_BRKT_INR_REINF,,BODY_IN_WHITE,UPPER_BODY,FEM,,,,
BIW30170009,CABLE_CONNECTOR_MTG_BRKT,,BODY_IN_WHITE,UPPER_BODY,FEM,,,,
BIW30004438,ASSY_FEM_MTG_BRACKET,,BODY_IN_WHITE,UPPER_BODY,FEM,,,,
STD20000118,WELDED_SQUARE_NUT_10X10_M6X1.0_8,"FACIL FASTENERS (CHANGSHU) CO.,LTD",BODY_IN_WHITE,UPPER_BODY,FEM,N/A,VFDSXNDCL1605,VFDSXNDCL1605_SPB_VF7_WINDOW_FRAME_ASSEMBLY.txt,246
STD20000118,WELDED_SQUARE_NUT_10X10_M6X1.0_8,"FACIL FASTENERS (CHANGSHU) CO.,LTD",BODY_IN_WHITE,UPPER_BODY,FEM,N/A,VFDSXNDCL1605,VFDSXNDCL1605_SPB_VF7_WINDOW_FRAME_ASSEMBLY.txt,246
STD20000118,WELDED_SQUARE_NUT_10X10_M6X1.0_8,"FACIL FASTENERS (CHANGSHU) CO.,LTD",BODY_IN_WHITE,UPPER_BODY,FEM,N/A,VFDSXNDCL1605,VFDSXNDCL1605_SPB_VF7_WINDOW_FRAME_ASSEMBLY.txt,246
BIW30008664AA,FEM_MTG_BRACKET,,BODY_IN_WHITE,UPPER_BODY,FEM,,,,
BIW30170034,ASSY_LATCH_MTG_BRKT_EU,,BODY_IN_WHITE,UPPER_BODY,FEM,,,,
BIW30170021,BRKT_HOOD_LATCH_SUPPORT_RH,,BODY_IN_WHITE,UPPER_BODY,FEM,,,,
BIW30170020,BRKT_HOOD_LATCH_SUPPORT_LH,,BODY_IN_WHITE,UPPER_BODY,FEM,,,,
BIW30009485,ASSY_BRKT_REINF_HOOD_LATCH_MTG,,BODY_IN_WHITE,UPPER_BODY,FEM,,,,
BIW30009485_JF,WELD_INFO_ASSY_BRKT_REINF_HOOD_LATCH_MTG,,BODY_IN_WHITE,UPPER_BODY,FEM,,,,
BIW30004440AA,BRKT_REINF_HOOD_LATCH_MTG,,BODY_IN_WHITE,UPPER_BODY,FEM,,,,
BIW30004453,ASSY_BRKT_AIR_GUIDE_FIXING,,BODY_IN_WHITE,UPPER_BODY,FEM,,,,
BIW30004453_JF,WELD_INFO_ASSY_BRKT_AIR_GUIDE_FIXING,,BODY_IN_WHITE,UPPER_BODY,FEM,,,,
BIW30009451AA,BRKT_AIR_GUIDE_FIXING,,BODY_IN_WHITE,UPPER_BODY,FEM,,,,
STD90005003,SQUARE_WELD_NUT_14X14_M8X1.25_8_PW,"FACIL FASTENERS (CHANGSHU) CO.,LTD",BODY_IN_WHITE,UPPER_BODY,FEM,N/A,,,
BIW30005067_JF,WELD_INFO_ASSY_LATCH_MTG_BRKT,,BODY_IN_WHITE,UPPER_BODY,FEM,,,,
BIW30037023,FRONT_CMS_SIDE_EXTENSION_INNER_RH,,,,,,,,
BIW30037022,FRONT_CMS_SIDE_EXTENSION_INNER_LH,,,,,,,,
BIW30037021,CRASH_BEAM_OUTER_REAR_MID,,,,,,,,
BIW30037019,REINF_FRT_TOWING_SLEEVE,,,,,,,,
BIW30004642,TOWING_SLEEVE,CÔNG TY TNHH CÔNG NGHIỆP CHÍNH XÁC NAM 1,,,,,,,
BIW30008951AA,CRASH_BOX_MTG_SLEEVE,,,,,,,,
BIW30008091AA,FRT_CRASH_CAN_REINF,,,,,,,,
BIW30008796AA,FRT_CRASH_CAN_ADDITION_REINF,,,,,,,,
BIW30170031,ASSY_FRONT_CRASH_EU,,,,,,,,
BIW30170013_JF,WELD_INFO_ASSY_FRONT_CRASH,,BODY_IN_WHITE,BODY_IN_WHITE,,,,,
BIW30170008,ASSY_FRT_CRASH_BEAM_EU_NCAP,,BODY_IN_WHITE,BODY_IN_WHITE,,,,,
BIW30170008_JF,WELD_INFO_ASSY_FRT_CRASH_BEAM,,BODY_IN_WHITE,BODY_IN_WHITE,CMS_FRONT,,,,
BIW30037023,FRONT_CMS_SIDE_EXTENSION_INNER_RH,,BODY_IN_WHITE,BODY_IN_WHITE,CMS_FRONT,,,,
BIW30037022,FRONT_CMS_SIDE_EXTENSION_INNER_LH,,BODY_IN_WHITE,BODY_IN_WHITE,CMS_FRONT,,,,
BIW30037021,CRASH_BEAM_OUTER_REAR_MID,,BODY_IN_WHITE,BODY_IN_WHITE,CMS_FRONT,,,,
BIW30170007,SUB_ASSY_FRT_CRASH_BEAM,,BODY_IN_WHITE,BODY_IN_WHITE,CMS_FRONT,,,,
BIW30170007_JF,WELD_INFO_SUB_ASSY_FRT_CRASH_BEAM,,BODY_IN_WHITE,BODY_IN_WHITE,CMS_FRONT,,,,
BIW30170006,ASSY_CRASH_BEAM_INR_FRONT,,BODY_IN_WHITE,BODY_IN_WHITE,CMS_FRONT,,,,
STD90005003,SQUARE_WELD_NUT_14X14_M8X1.25_8_PW,"FACIL FASTENERS (CHANGSHU) CO.,LTD",BODY_IN_WHITE,UNDER_BODY,CMS_FRONT,N/A,,,
BIW30037016,CRASH_BEAM_INR_FRONT,,BODY_IN_WHITE,UNDER_BODY,CMS_FRONT,,,,
BIW30170005,ASSY_FRT_CRASH_BEAM_OUTER,,BODY_IN_WHITE,BODY_IN_WHITE,CMS_FRONT,,,,
BIW30170005_JF,WELD_INFO_ASSY_FRT_CRASH_BEAM_OUTER,,BODY_IN_WHITE,UNDER_BODY,CMS_FRONT,,,,
BIW30170003,ASSY_GUSSET_FRT_CRASH_CAN_LH,,BODY_IN_WHITE,UNDER_BODY,CMS_FRONT,,,,
BIW30170003_JF,WELD INFO_ASSY_GUSSET_FRT_CRASH_CAN_LH,,BODY_IN_WHITE,UNDER_BODY,CMS_FRONT,,,,
STD20000118,WELDED_SQUARE_NUT_10X10_M6X1.0_8,"FACIL FASTENERS (CHANGSHU) CO.,LTD",BODY_IN_WHITE,UNDER_BODY,CMS_FRONT,N/A,VFDSXNDCL1605,VFDSXNDCL1605_SPB_VF7_WINDOW_FRAME_ASSEMBLY.txt,246
STD20000118,WELDED_SQUARE_NUT_10X10_M6X1.0_8,"FACIL FASTENERS (CHANGSHU) CO.,LTD",BODY_IN_WHITE,UNDER_BODY,CMS_FRONT,N/A,VFDSXNDCL1605,VFDSXNDCL1605_SPB_VF7_WINDOW_FRAME_ASSEMBLY.txt,246
STD20000118,WELDED_SQUARE_NUT_10X10_M6X1.0_8,"FACIL FASTENERS (CHANGSHU) CO.,LTD",BODY_IN_WHITE,UNDER_BODY,CMS_FRONT,N/A,VFDSXNDCL1605,VFDSXNDCL1605_SPB_VF7_WINDOW_FRAME_ASSEMBLY.txt,246
BIW30037020,GUSSET_FRT_CRASH_CAN_LH,,BODY_IN_WHITE,UNDER_BODY,CMS_FRONT,,,,
BIW30170004,ASSY_REINF_FRT_TOWING_SLEEVE,,BODY_IN_WHITE,UNDER_BODY,CMS_FRONT,,,,
BIW30004642,TOWING_SLEEVE,CÔNG TY TNHH CÔNG NGHIỆP CHÍNH XÁC NAM 1,BODY_IN_WHITE,UNDER_BODY,,N/A,,,
BIW30170004_JF,WELD_INFO_ASSY_REINF_FRT_TOWING_SLEEVE,,BODY_IN_WHITE,UNDER_BODY,CMS_FRONT,,,,
BIW30037019,REINF_FRT_TOWING_SLEEVE,,BODY_IN_WHITE,UNDER_BODY,CMS_FRONT,,,,
BIW30170002,ASSY_GUSSET_FRT_CRASH_CAN_RH,,BODY_IN_WHITE,UNDER_BODY,CMS_FRONT,,,,
BIW30037018,GUSSET_FRT_CRASH_CAN_RH,,BODY_IN_WHITE,UNDER_BODY,CMS_FRONT,,,,
BIW30170001,SUB_ASSY_FRT_CRASH_BEAM_OUTER,,BODY_IN_WHITE,UNDER_BODY,CMS_FRONT,,,,
STD90000126,ROUND_WELD_NUT,FACIL EUROPE BVBA,BODY_IN_WHITE,UNDER_BODY,CMS_FRONT,N/A,,,
STD20000425,BEARING_SURFACE_CONVEX_WELDING_BOLT_M8X1.25X20_8.8,"FACIL FASTENERS (CHANGSHU) CO.,LTD",BODY_IN_WHITE,UNDER_BODY,CMS_FRONT,N/A,,,
BIW30037017AA,CRASH_BEAM_OUTER_FRONT,,BODY_IN_WHITE,UNDER_BODY,CMS_FRONT,,,,
BIW30004341,ASSY_FRT_CRASH_BOX_LH,,BODY_IN_WHITE,BODY_IN_WHITE,,,,,
BIW30008525,ASSY_FRT_CRASH_BOX_WO_SLEEVE_LH,,BODY_IN_WHITE,UNDER_BODY,CMS_FRONT,,,,
BIW30008525_JF,WELD_INFO_ASSY_FRT_CRASH_BOX_WO_SLEEVE_LH,,BODY_IN_WHITE,UNDER_BODY,CMS_FRONT,,,,
BIW30004339,ASSY_FRT_CRASH_BOX_LWR,,BODY_IN_WHITE,UNDER_BODY,CMS_FRONT,,,,
BIW30008796AA,FRT_CRASH_CAN_ADDITION_REINF,,BODY_IN_WHITE,UNDER_BODY,CMS_FRONT,,,,
BIW30004339_JF,WELD_INFO_ASSY_FRT_CRASH_BOX_LWR,,BODY_IN_WHITE,UNDER_BODY,CMS_FRONT,,,,
BIW30008091AA,FRT_CRASH_CAN_REINF,,BODY_IN_WHITE,UNDER_BODY,CMS_FRONT,,,,
BIW30008951AA,CRASH_BOX_MTG_SLEEVE,,BODY_IN_WHITE,UNDER_BODY,CMS_FRONT,,,,
BIW30004341_JF,WELD_INFO_ASSY_FRT_CRASH_BOX_LH,,BODY_IN_WHITE,UNDER_BODY,CMS_FRONT,,,,
BIW30009508AA,BRACKET_CRASH_SENSOR_FRT_RH,,,,,,,,
BIW30009494,ASSY_BRACKET_CRASH_SENSOR_FRT_RH,,BODY_IN_WHITE,UNDER_BODY,BRACKETS,,,,
BIW30009508AA,BRACKET_CRASH_SENSOR_FRT_RH,,ELECTRIC_ELECTRONICS,SAFETY_ELECTRONICS,IMPACT_SENSORS,,,,
STD20000118,WELDED_SQUARE_NUT_10X10_M6X1.0_8,"FACIL FASTENERS (CHANGSHU) CO.,LTD",ELECTRIC_ELECTRONICS,SAFETY_ELECTRONICS,IMPACT_SENSORS,N/A,VFDSXNDCL1605,VFDSXNDCL1605_SPB_VF7_WINDOW_FRAME_ASSEMBLY.txt,246
STD20000118,WELDED_SQUARE_NUT_10X10_M6X1.0_8,"FACIL FASTENERS (CHANGSHU) CO.,LTD",ELECTRIC_ELECTRONICS,SAFETY_ELECTRONICS,IMPACT_SENSORS,N/A,VFDSXNDCL1605,VFDSXNDCL1605_SPB_VF7_WINDOW_FRAME_ASSEMBLY.txt,246
STD20000118,WELDED_SQUARE_NUT_10X10_M6X1.0_8,"FACIL FASTENERS (CHANGSHU) CO.,LTD",ELECTRIC_ELECTRONICS,SAFETY_ELECTRONICS,IMPACT_SENSORS,N/A,VFDSXNDCL1605,VFDSXNDCL1605_SPB_VF7_WINDOW_FRAME_ASSEMBLY.txt,246
BIW30009507AA,BRACKET_CRASH_SENSOR_FRT_LH,,,,,,,,
